date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-02-09,IH,q2,IH1506,2015-06-19,2366.766,,,17.612158067411972,,,0.0
2015-02-10,IH,q2,IH1506,2015-06-19,2403.548,,,17.885869282646407,,,0.0
2015-02-11,IH,q2,IH1506,2015-06-19,2415.128,,,17.972041211100947,,,0.0
2015-02-12,IH,q2,IH1506,2015-06-19,2416.449,,,17.98187135941601,,,0.0
2015-02-13,IH,q2,IH1506,2015-06-19,2427.474,,,18.063913286118193,,,0.0
2015-02-16,IH,q2,IH1506,2015-06-19,2431.21,,,18.09171452313945,,,0.0
2015-02-17,IH,q2,IH1506,2015-06-19,2445.26,,,18.18005858903651,,,0.0027015081859776227
2015-02-25,IH,q1,IH1506,2015-06-19,2407.457,,,17.899000233343717,,,0.0027015081859776227
2015-02-25,IH,q2,IH1509,2015-09-18,2407.457,,,56.154306951141486,,,0.0008610968290155435
2015-02-26,IH,q1,IH1506,2015-06-19,2478.061,,,18.423927994244536,,,0.0027015081859776227
2015-02-26,IH,q2,IH1509,2015-09-18,2478.061,,,57.80115617336162,,,0.0008610968290155435
2015-02-27,IH,q1,IH1506,2015-06-19,2474.595,,,18.398158921397638,,,0.0027015081859776227
2015-02-27,IH,q2,IH1509,2015-09-18,2474.595,,,57.72031118718215,,,0.0008610968290155435
2015-03-02,IH,q1,IH1506,2015-06-19,2479.237,,,18.432671338061027,,,0.0027015081859776227
2015-03-02,IH,q2,IH1509,2015-09-18,2479.237,,,57.82858655528518,,,0.0008610968290155435
2015-03-03,IH,q1,IH1506,2015-06-19,2396.805,,,17.819804571495727,,,0.0027015081859776227
2015-03-03,IH,q2,IH1509,2015-09-18,2396.805,,,55.90584740331008,,,0.0008610968290155435
2015-03-04,IH,q1,IH1506,2015-06-19,2397.993,,,17.828637133106263,,,0.0027015081859776227
2015-03-04,IH,q2,IH1509,2015-09-18,2397.993,,,55.8055140554416,,,0.0038605935557055643
